18:00:00,190,458,155,0
19:00:00,0,420,0,0
20:00:00,372,421,317,0
21:00:00,1032,609,883,0
22:00:00,502,607,216,0
23:00:00,101,420,78,0
00:00:00,50,420,49,0
01:00:00,53,420,53,0
02:00:00,107,426,76,0
03:00:00,57,420,57,0
04:00:00,61,420,61,0
05:00:00,16,420,16,0
06:00:00,0,420,0,0
07:00:00,0,420,0,0
08:00:00,17,421,13,0
09:00:00,93,422,52,0
10:00:00,144,420,98,0
11:00:00,78,421,52,0
12:00:00,215,420,140,0
13:00:00,108,420,91,0
14:00:00,107,420,107,0
